id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;localisation_de_la_scene;code_postal;date_de_debut;date_de_fin;longitude;latitude
2018-545;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;1 parvis notre-dame place jean-paul ii, 75004 paris;75004;2018-04-26;2018-04-27;2.34834717;48.8539284
2018-649;Série TV;Can't Buy me love;Renaud Bertrand - Noémie Saglio;Unrated Studio;place de l'hotel de ville-esplanade de la libération, 75004 paris;75004;2018-05-17;2018-05-17;2.35074082;48.85619429
2018-656;Long métrage;LE GENDRE IDEAL;Hector CABELL REYES;KABO FILMS;46 rue du faubourg saint-denis, 75010 paris;75010;2018-05-21;2018-05-21;2.35378396;48.87160116
2018-679;Long métrage;DE PERNAS PRO AR 3;Julia Rezende;SWAN;place dauphine, 75001 paris;75001;2018-05-29;2018-05-29;2.34187932;48.85682578
2018-682;Long métrage;Britt-Marie Was Here;Tuva Novotny;Shape Production;21 rue piat, 75020 paris;75020;2018-06-07;2018-06-07;2.38506517;48.87152132
2018-693;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;rue jules romains, 75019 paris;75019;2018-05-30;2018-05-31;2.37795072;48.87348018
2018-464;Série TV;ALICE NEVERS;VINCENT GIOVANNI;EGO PRoductions;2 rue eugène poubelle, 75016 paris;75016;2018-04-12;2018-04-12;2.2781724;48.85059894
2018-468;Long métrage;PLAY;ANTHONY MARCIANO;CHAPTER 2;4 place du calvaire, 75018 paris;75018;2018-04-09;2018-04-09;2.34031211;48.88632706
2019-1734;Long métrage;TROP D'AMOUR;Frankie WALLACH;EX NIHILO;pont de la tournelle, 75005 paris;75005;2019-12-11;2019-12-11;2.3550538899999998;48.85005375
2019-1755;Série TV;PROFILAGE EPISODES 101/102;ALEXANDRE LAURENT;BEAUBOURG AUDIOVISUEL;pont de la tournelle, 75005 paris;75005;2019-12-14;2019-12-15;2.3550538899999998;48.85005375
2018-588;Série TV;BALTHAZAR 3,4 ET 5;VINCENT JAMAIN;BEAUBOURG STORIES;62 boulevard de port-royal, 75005 paris;75005;2018-05-11;2018-05-11;2.34572516;48.83778624
2018-602;Long métrage;NAMASTE ENGLAND;Vipul Shah;ifilmfrance;9 boulevard de denain, 75010 paris;75010;2018-05-15;2018-05-15;2.3543729300000003;48.87966051
2018-614;Série TV;L'art du crime saison 2;Elsa Bennett et Hippolyte Dard;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;place vendôme, 75001 paris;75001;2018-05-21;2018-05-21;2.3292215;48.86726685
2018-941;Long métrage;FAHIM;Pierre-François MARTIN-LAVAL;WAITING FOR CINEMA;40 rue marx dormoy, 75018 paris;75018;2018-08-03;2018-08-03;2.35987986;48.8871782
2018-946;Long métrage;C'E TEMPO;Walter VELTRONI;BARBARY FILMS;rue de médicis, 75006 paris;75006;2018-08-10;2018-08-10;2.33896242;48.84894311
2018-953;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;pont des arts, 75001 paris;75001;2018-08-16;2018-08-16;2.33754677;48.85838862
2018-958;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;19 rue manin, 75019 paris;75019;2018-08-21;2018-08-21;2.37812853;48.87778241
2018-978;Série TV;PROFILAGE EP.93/94;JULIEN HOSMALIN / LIONEL MOUGIN;BEAUBOURG AUDIOVISUEL;2 quai de la tournelle, 75005 paris;75005;2018-08-20;2018-08-21;2.35316431;48.85074567
2018-1009;Téléfilm;QUAND SORT LA RECLUSE;Josée DAYAN;PASSIONFILMS;15 rue eugène millon, 75015 paris;75015;2018-08-31;2018-08-31;2.29259908;48.83760846
2019-399;Long métrage;UN VOYAGE EN HIVER;Claus DREXEL;MANEKI FILMS;11 rue de turbigo, 75001 paris;75001;2019-04-05;2019-04-05;2.3484472;48.86383246
2019-407;Série TV;Plan Coeur S2;Noemie Saglio - Renaud Bertrand;MyBox Films;rue gazan, 75014 paris;75014;2019-04-12;2019-04-12;2.33990378;48.824537
2019-749;Long métrage;THE HUNTING;LEO ZHANG;SWEET DREAMS FILMS;boulevard vincent auriol, 75013 paris;75013;2019-06-29;2019-06-29;2.36699899;48.83473468
2019-764;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;port de bercy, 75012 paris;75012;2019-07-12;2019-07-12;2.37684954;48.83749306
2018-1232;Série Web;SKAM SAISON 3 ET 4 SEMAINE 3 SUR 8;DAVID HOURREGUE;GETEVE PRODUCTIONS;268 rue du faubourg saint-antoine, 75012 paris;75012;2018-10-16;2018-10-17;2.39275151;48.848565
2019-896;Long métrage;LIBRES;GABRIEL LE BOMIN;VERTIGO PRODUCTIONS;138 rue de grenelle, 75007 paris;75007;2019-07-24;2019-07-25;2.31686793;48.85780816
2019-1229;Long métrage;DES JOURS SAUVAGES;David LANZMANN;SINGLE MAN PRODUCTIONS;7 place des ternes, 75017 paris;75017;2019-10-10;2019-10-11;2.29788214;48.87854146
2019-785;Long métrage;TOUT SIMPLEMENT NOIR;John WAX, Jean-Pascal ZADI;GAUMONT CHEZ GAUMONT PRODUCTION;17 avenue de saxe, 75007 paris;75007;2019-07-05;2019-07-05;2.30910839;48.84915845
2019-809;Série Web;MAKE UP ON THE WAY;David Hugonot Petit;DOROTHEE PEREZ;place du trocadéro et du onze novembre, 75116 paris;75116;2019-07-09;2019-07-09;2.28693167;48.86341512
2019-1156;Long métrage;Les Années 10 - L'infiltré;Thierry De Peretti;Les Films Velvet;1 rue de bretagne, 75003 paris;75003;2019-09-17;2019-09-18;2.36410499;48.86197202
2018-1156;Série TV;CANDICE RENOIR SAISON 7 Ep 62-63-64;Pascal Lahmani;BOXEUR 7;quai de conti, 75006 paris;75006;2018-10-16;2018-10-17;2.33805727;48.85748492
2018-1179;Long métrage;Voir le Jour;Stanley WOODWARD;LES FILMS DE LA NUIT;rue de louvois, 75002 paris;75002;2018-10-19;2018-10-19;2.33729837;48.86826013
2019-840;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;15 rue jacques hillairet, 75012 paris;75012;2019-07-10;2019-07-12;2.3875304;48.84276693
2019-1189;Long métrage;Les Meilleures;Marion Desseigne Ravel;31 Juin Films;rue du sénégal, 75020 paris;75020;2019-09-24;2019-09-25;2.38211589;48.87100036
2019-1208;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;27 rue edouard pailleron, 75019 paris;75019;2019-09-28;2019-09-28;2.37793919;48.88112058
2019-1209;Long métrage;DES JOURS SAUVAGES;David LANZMANN;SINGLE MAN PRODUCTIONS;8 rue du faubourg montmartre, 75009 paris;75009;2019-10-07;2019-10-08;2.34330571;48.87214938
2019-1225;Série TV;Oogappels;Will Koopman;HANNA FILMS;passerelle léopold sédar senghor, 75007 paris;75007;2019-09-27;2019-09-27;2.32439595;48.86140452
2018-1207;Série Web;SKAM SAISON 3 ET 4 SEMAINE 2 SUR 8;DAVID HOURREGUE;GETEVE PRODUCTIONS;73 boulevard de beauséjour, 75016 paris;75016;2018-10-11;2018-10-11;2.26496049;48.85590326
2019-670;Série TV;BARON NOIR;ANTOINE CHEVROLLIER;KWAÏ;avenue gabriel, 75008 paris;75008;2019-06-27;2019-06-27;2.31499102;48.86845695
2019-1033;Long métrage;Les Meilleures;Marion Desseigne Ravel;31 Juin Films;rue bisson, 75020 paris;75020;2019-08-31;2019-09-01;2.38211589;48.87100036
2019-1235;Série TV;ASTRID ET RAPHAËLLE;ELSA BENNETT / HIPPOLYTE DARD / FREDERIC BERTHE;JLA PRODUCTIONS;rue lamarck, 75018 paris;75018;2019-10-03;2019-10-04;2.33974924;48.88972517
2019-1256;Long métrage;Gott du kannst ein Arsch sein;Andre Erkau;Cactus Films;rue du chevalier de la barre, 75018 paris;75018;2019-10-02;2019-10-02;2.34327814;48.88726404
2019-14;Série Web;MARIANNE;Samuel BODIN;Empreinte Digitale Marianne;17 avenue d'iéna, 75116 paris;75116;2019-01-08;2019-01-08;2.29448064;48.86614792
2019-932;Série TV;FIND ME IN PARIS Saison 3( LENA REVE D'ETOILES);Matt BLOOM, Robert BURKE, Ronan BURKE;Cottonwood media;place charles garnier, 75009 paris;75009;2019-08-15;2019-08-15;2.33068139;48.87190095
2019-938;Long métrage;T'as Pécho?;Adeline PICAULT;SCARLETT PRODUCTION;59 rue des peupliers, 75013 paris;75013;2019-08-05;2019-08-06;2.35266017;48.82130866
2019-950;Série TV;Validé;Franck GASTAMBIDE;Mandarin Télévision;avenue de la république, 75011 paris;75011;2019-08-07;2019-08-07;2.37569387;48.86503778
2019-986;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;rue de wattignies, 75012 paris;75012;2019-08-28;2019-08-29;2.39785325;48.83542621
2019-30;Série TV;FAMILY BUSINESS S1;IGOR GOTESMAN;LES FILMS DU KIOSQUE;5 rue charles-françois dupuis, 75003 paris;75003;2019-01-10;2019-01-10;2.36320402;48.86529777
2019-1451;Série Web;Tu Préfèreres;Lise Akoka et Romane Gueret;Superstructure;85 avenue simon bolivar, 75019 paris;75019;2019-10-24;2019-10-24;2.37457229;48.87659185
2019-34;Série TV;Fleabag;Jeanne Herry;Banijay Studios France;2 avenue de villiers, 75017 paris;75017;2019-01-07;2019-01-07;2.31593261;48.88159683
2018-802;Long métrage;MERVEILLES A MONTFERMEIL;Jeanne Balibar;FILM(S);place de la république, 75011 paris;75011;2018-07-10;2018-07-10;2.36479185;48.86635144
2019-36;Téléfilm;Des rêves au-dessus de leur tête;Arnaud Sélignac;SON ET LUMIERE;21 rue du département, 75018 paris;75018;2019-01-04;2019-01-04;2.36552408;48.88554915
2018-805;Long métrage;CHANSON DOUCE;LUCIE BORLETEAU;WHY NOT PRODUCTIONS;23 rue jean-pierre timbaud, 75011 paris;75011;2018-07-10;2018-07-10;2.3683791100000002;48.86540504
2019-66;Téléfilm;Des rêves au-dessus de leur tête;Arnaud Sélignac;SON ET LUMIERE;32 avenue paul doumer, 75116 paris;75116;2019-01-15;2019-01-15;2.28198076;48.86065225
2018-814;Série Web;Sid Lee - Salomon;Eric Meng;Les Initiés;21 rue rottembourg, 75012 paris;75012;2018-07-11;2018-07-11;2.4065493;48.83849259
2019-1082;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;13 boulevard du fort de vaux, 75017 paris;75017;2019-09-04;2019-09-04;2.30334978;48.89272805
2018-828;Long métrage;C'est quoi cette famille?! 2;Gabriel Julien Laferrière;BONNE PIOCHE CINEMA;rue de ménilmontant, 75020 paris;75020;2018-07-23;2018-07-23;2.39266708;48.86935081
2019-1336;Long métrage;LES DEUX ALFRED;Bruno Podalydès;WHY NOT PRODUCTIONS;avenue de choisy, 75013 paris;75013;2019-10-11;2019-10-11;2.3583952999999998;48.82811151
2018-1523;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;10 rue montmartre, 75001 paris;75001;2018-11-28;2018-11-28;2.3459140400000003;48.86360382
2016-2293;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;PLACE  DE L'OPERA;75009;2016-10-13;2016-10-13;2.332572;48.871045
2018-1548;Long métrage;La nuit venue;Frederic Farrucci;Koro film;58 rue de courcelles, 75008 paris;75008;2018-12-12;2018-12-12;2.30719409;48.8771012
2016-2318;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;18  RUE  VAUQUELIN;75005;2016-05-13;2016-05-14;2.34698;48.84093
2018-1553;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;86 rue du ruisseau, 75018 paris;75018;2018-12-07;2018-12-07;2.34155989;48.89592712
2016-2326;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;RUE  DE CLUNY;75005;2016-10-20;2016-10-20;2.344829;48.850563
2019-466;Série TV;ENGRENAGES SAISON 8;Jean-Philippe Amar;SON ET LUMIERE;113 rue de meaux, 75019 paris;75019;2019-05-22;2019-05-24;2.37831367;48.88436693
2016-2356;Long métrage;LOLA PATER;NADIR MOKNECHE;BLUE MONDAY PRODUCTIONS;8  RUE  POLIVEAU;75005;2016-04-01;2016-04-02;2.360891;48.840372
2019-1471;Série TV;De Gaulle, l'éclat et le secret;François VELLE;EFFERVESCENCE FICTION;place du onze novembre 1918, 75010 paris;75010;2019-10-31;2019-10-31;2.3583229;48.87639652
2016-2360;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;VILLA  EMILE LOUBERT/RUE MOUZAIA;75019;2016-06-22;2016-06-23;2.393727;48.879854
2019-1475;Série TV;Dix pour cent - Saison 4;Antoine GARCEAU - Marc FITOUSSI;Mon Voisin productions;1 rue de belgrade, 75007 paris;75007;2019-11-07;2019-11-07;2.302377;48.85595018
2016-2365;Série TV;JOSEPHINE ANGE GARDIEN/EPISODE 82;PHILIPPE PROTEAU;DEMD PRODUCTIONS;PARC  MONTSOURIS;75014;2016-07-11;2016-07-11;2.334367;48.822372
2019-1484;Long métrage;PAR UN DEMI CLAIR MATIN;Bruno Dumont;3B PRODUCTIONS;rue de galliera, 75116 paris;75116;2019-11-12;2019-11-12;2.29750439;48.86576069
2020-847;Série TV;Sacha;Lea Fazer;Norte Productions;rue saint-denis, 75002 paris;75002;2020-11-24;2020-11-24;2.35051245;48.86548807
2018-841;Série Web;La République;Simon Bouisson;Cinétévé;rue de marseille, 75010 paris;75010;2018-07-27;2018-07-27;2.36434456;48.87176675
2020-849;Série Web;SKAM 7-8;Shirley Monsarrat;GETEVE PRODUCTIONS - SKAM 7-8;74 avenue philippe-auguste, 75011 paris;75011;2020-11-13;2020-11-13;2.39241299;48.85440241
2018-854;Série TV;Une famille Formidable;Nicolas Herdt;Panama productions;24 boulevard de la tour-maubourg, 75007 paris;75007;2018-07-27;2018-07-27;2.31002598;48.86042103
2020-874;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;16 avenue victor hugo, 75116 paris;75116;2020-11-23;2020-11-23;2.29169672;48.87249871
2018-933;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;74 rue botzaris, 75019 paris;75019;2018-08-20;2018-08-20;2.38848809;48.8794493
2020-880;Long métrage;Rosa;Aurélie Saada;SILEX;place de la concorde, 75008 paris;75008;2020-11-09;2020-11-09;2.32053484;48.8666995
2018-1262;Série Web;Projet Léviathan;Hortense Motrot Pinchon;Cosmic Train Pictures;2 place jacques marette, 75015 paris;75015;2018-10-11;2018-10-11;2.30044056;48.83269332
2016-814;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;PASSERELLE*  DU BASSIN DE LA VILLETTE;75019;2016-09-14;2016-09-14;2.387721;48.876995
2018-1279;Série TV;Clem;Stéphane Malhuret;MERLIN PRODUCTIONS;9 avenue du général laperrine, 75012 paris;75012;2018-11-05;2018-11-05;2.407188;48.83426786
2016-821;Long métrage;KOTO;YUKI SAITO;HAUT LES MAINS;RUE  DE BELLEVILLE;75020;2016-03-04;2016-03-04;2.390942;48.875382
2019-238;Long métrage;POLICE;ANNE FONTAINE;F COMME FILM;13 rue edouard robert, 75012 paris;75012;2019-03-08;2019-03-09;2.39917795;48.83689818
2016-835;Série TV;THE COLLECTION;DAN ZEFF;FEDERATION ENTERTAINMENT;CITE  DE TREVISE;75009;2016-05-23;2016-05-23;2.346796;48.875078
2019-259;Série TV;BALTHAZAR 7,8;VINCENT JAMAIN;BEAUBOURG STORIES;rue de l'arsenal, 75004 paris;75004;2019-03-15;2019-03-15;2.36605808;48.85055983
2016-836;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;47  RUE  DE MARTYRS;75009;2016-09-29;2016-09-29;2.340118;48.879981
2019-1502;Série TV;Emily in Paris;Darren Star;NW2020;3 rue de l'echaudé, 75006 paris;75006;2019-11-05;2019-11-05;2.33668576;48.85482887
2016-843;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;PALAIS*  DE JUSTICE;75001;2016-11-02;2016-11-02;2.337206;48.862388
2019-1503;Série TV;Emily in Paris;Darren Star;NW2020;rue cardinale, 75006 paris;75006;2019-11-05;2019-11-05;2.33612385;48.85437245
2016-876;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;25  AVENUE  DE L'OBSERVATOIRE;75006;2016-10-28;2016-10-28;2.337469;48.841911
2019-1533;Série Web;SKAM SAISON 5 ET 6 SEMAINE 6 SUR 9;;GETEVE PRODUCTIONS;cité griset, 75011 paris;75011;2019-11-13;2019-11-13;2.3793232;48.86618825
2016-2393;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;49  RUE  DES PETITES ECURIES;75010;2016-11-24;2016-11-24;2.349195;48.873874
2018-908;Série TV;Une famille Formidable;Nicolas Herdt;Panama productions;place raoul dautry, 75015 paris;75015;2018-08-09;2018-08-09;2.32013433;48.84183989
2016-2398;Série TV;MUNCH;NICOLAS GUICHETEAU;EXILENE FILMS;PLACE  PIGALLE;75009;2016-12-22;2016-12-22;2.337346;48.881961
2018-926;Série TV;THE THUNDER;;Europe Film and TV Co Production;rue malebranche, 75005 paris;75005;2018-08-05;2018-08-05;2.34270002;48.84628825
2016-2468;Long métrage;KO;FABRICE GOBERT;247 FILMS;RUE  FERDINAND BRAUDEL;75013;2016-09-09;2016-09-10;2.37272;48.83575
2018-930;Long métrage;QUAND ON CRIE AU LOUP;Marilou Berry;Wonder Films;5 rue louis boilly, 75016 paris;75016;2018-08-13;2018-08-14;2.26683189;48.85915131
2016-2473;Long métrage;CARBONE;OLIVIER MARCHAL;LES FILMS MANUEL MUNZ;8  AVENUE  ELISEE RECLUS;75007;2016-11-08;2016-11-09;2.297476;48.858373
2019-582;Long métrage;VILLA CAPRICE;BERNARD STORA;JPG FILMS;5b rue eugène manuel, 75116 paris;75116;2019-06-06;2019-06-07;2.28148998;48.85908846
2020-924;Long métrage;Un déjeuner d'amis;Edouard Baer;Cinefrance Studios;171 boulevard du montparnasse, 75006 paris;75006;2020-11-27;2020-11-28;2.33597462;48.84010206
2019-1548;Long métrage;Ala Vaikunthapurramlo;Trivikram Srinivas;LM2018;avenue charles risler, 75007 paris;75007;2019-11-09;2019-11-10;2.30045328;48.85479249
2020-927;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;15 rue chateaubriand, 75008 paris;75008;2020-11-27;2020-11-28;2.301138;48.8733551
2019-1553;Série TV;MODERN FAMILY 11;Jim Bagdonas;FROGGIE PRODUCTION;21 rue le regrattier, 75004 paris;75004;2019-11-15;2019-11-15;2.35490778;48.8526091
2020-940;Série Web;H24;Valérie Urrea et Nathalie Masduraud;Les Batelières;rue elsa morante, 75013 paris;75013;2020-11-29;2020-11-29;2.38209008;48.8286253
2019-1559;Série TV;MODERN FAMILY - Saison 11 - FINALE;Jim Bagdonas;FROGGIE PRODUCTION;1 rue du pont louis-philippe, 75004 paris;75004;2019-11-16;2019-11-16;2.35519721;48.85476176
2016-906;Série TV;ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SON ET LUMIERE;28  RUE  DE DOUAI;75009;2016-07-21;2016-07-21;2.3329269999999998;48.88253
2019-1566;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;rue de harlay, 75001 paris;75001;2019-11-16;2019-11-16;2.34318146;48.85657817
2016-924;Long métrage;LES FILLES DE REIMS;JULIEN HALLARD;LES FILMS VELVET;72  RUE  LOUIS LUMIERE;75020;2016-07-27;2016-07-29;2.41113;48.862341
2019-1570;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;boulevard de l'amiral bruix, 75116 paris;75116;2019-11-18;2019-11-21;2.2785940399999998;48.87495471
2016-936;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;AVENUE  DE VILLIERS;75017;2016-10-03;2016-10-03;2.303829;48.883862
2019-1578;Série Web;SKAM SAISON 5 ET 6 SEMAINE 7 SUR 9;;GETEVE PRODUCTIONS;160 rue saint-maur, 75011 paris;75011;2019-11-21;2019-11-22;2.37388954;48.86962557
2016-980;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;PONT  D'IENA;75007;2016-12-14;2016-12-14;2.302145;48.859131
2017-355;Long métrage;ENCHANTEES;Saphia Azzeddine et François-Régis Jeanne;CAPTURE THE FLAG FILMS;64 rue de lille, 75007 paris;75007;2017-08-22;2017-08-22;2.32429153;48.86025238
2016-987;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;14  QUAI  DE SEINE/CINEMA MK2;75019;2016-02-23;2016-02-23;2.371493;48.885073
2017-365;Série Web;MIAMI VINE;Clément Pillet et Julien Arnardi;CITIZEN PRODUCTIONS;place henri bergson, 75008 paris;75008;2017-09-11;2017-09-11;2.32116411;48.87591355
2016-994;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;29/37  RUE  LE BRUN;75013;2016-04-20;2016-04-20;2.35352;48.834973
2017-367;Long métrage;The 15:17 to Paris;Clint Eastwood;PENINSULA FILM;7 rue aristide bruant, 75018 paris;75018;2017-08-24;2017-08-24;2.33519866;48.88544771
2016-2493;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;RUE  DE LA COSSONNERIE;75001;2016-09-16;2016-09-16;2.348699;48.861539
2017-90;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;52 rue rené boulanger, 75010 paris;75010;2017-03-08;2017-03-08;2.35971655;48.86870294
2016-2505;Série TV;ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;EGO PRODUCTION;5/7  RUE  DE L'ECHELLE;75001;2016-04-04;2016-04-04;2.334199;48.864024
2016-2582;Long métrage;LA SAGE FEMME;MARTIN PROVOST;CURIOSA FILMS;AVENUE  DES CHAMPS ELYSEES;75008;2016-04-11;2016-04-11;2.3036339999999997;48.871088
2016-2542;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;AVENUE  DE VARSOVIE;75016;2016-10-19;2016-10-19;2.268942;48.842908
2016-2592;Série TV;LES MEUFS;ELODIE FAURE BOULUE;ELODIE FAURE BOULUE;RUE  DE DUNKERQUE;75009;2016-06-27;2016-06-27;2.347275;48.881745
2016-2552;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;RUE  DE SENLIS;75017;2016-02-11;2016-02-11;2.297527;48.888211
2016-2597;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;RUE  SAINT DOMINIQUE;75007;2016-10-10;2016-10-10;2.309217;48.859804
2016-2555;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;3/5  PLACE  CASADESUS;75018;2016-04-22;2016-04-22;2.337377;48.888524
2016-2609;Long métrage;KO;FABRICE GOBERT;247 FILMS;RUE  ABEL GANCE;75013;2016-09-09;2016-09-10;2.373726;48.835585
2016-2560;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;RUE  ROBINEAU;75020;2016-10-25;2016-10-25;2.392911;48.864719
2016-2610;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;TERRE PLEIN  ANGLE AV ST MAURICE ET AV DAUMESNIL;75012;2016-09-15;2016-09-15;2.419124;48.828341
2016-2580;Long métrage;MON POUSSIN;FREDERIC FORESTIER;LES FILMS DU 24;46  RUE  SAINT LOUIS EN L'ILE;75004;2016-03-15;2016-03-15;2.356794;48.851793
2016-2617;Série TV;RED OAKS;HALL HARTLEY;FIRSTEP;12  RUE  DE JOUY;75004;2016-08-05;2016-08-05;2.35817;48.854994
2020-1001;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;8 place du trocadéro et du onze novembre, 75116 paris;75116;2020-12-03;2020-12-03;2.28662503;48.86359836
2017-110;Long métrage;Voyez comme on danse;Michel Blanc;les films du 24;50 avenue montaigne, 75008 paris;75008;2017-09-06;2017-09-06;2.3083372300000002;48.86782591
