id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;fk_localisation;date_de_debut;date_de_fin
2018-841;Série Web;La République;Simon Bouisson;Cinétévé;4774;2018-07-27;2018-07-27
2020-849;Série Web;SKAM 7-8;Shirley Monsarrat;GETEVE PRODUCTIONS - SKAM 7-8;3226;2020-11-13;2020-11-13
2018-854;Série TV;Une famille Formidable;Nicolas Herdt;Panama productions;1623;2018-07-27;2018-07-27
2020-874;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;908;2020-11-23;2020-11-23
2018-933;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;3231;2018-08-20;2018-08-20
2020-880;Long métrage;Rosa;Aurélie Saada;SILEX;4150;2020-11-09;2020-11-09
2018-1262;Série Web;Projet Léviathan;Hortense Motrot Pinchon;Cosmic Train Pictures;1273;2018-10-11;2018-10-11
2016-814;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;4085;2016-09-14;2016-09-14
2018-1279;Série TV;Clem;Stéphane Malhuret;MERLIN PRODUCTIONS;3483;2018-11-05;2018-11-05
2016-821;Long métrage;KOTO;YUKI SAITO;HAUT LES MAINS;4648;2016-03-04;2016-03-04
2019-238;Long métrage;POLICE;ANNE FONTAINE;F COMME FILM;640;2019-03-08;2019-03-09
2016-835;Série TV;THE COLLECTION;DAN ZEFF;FEDERATION ENTERTAINMENT;3933;2016-05-23;2016-05-23
2019-259;Série TV;BALTHAZAR 7,8;VINCENT JAMAIN;BEAUBOURG STORIES;4699;2019-03-15;2019-03-15
2016-836;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;2513;2016-09-29;2016-09-29
2019-1502;Série TV;Emily in Paris;Darren Star;NW2020;1909;2019-11-05;2019-11-05
2016-843;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;4020;2016-11-02;2016-11-02
2019-1503;Série TV;Emily in Paris;Darren Star;NW2020;4573;2019-11-05;2019-11-05
2016-876;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;1662;2016-10-28;2016-10-28
2019-1533;Série Web;SKAM SAISON 5 ET 6 SEMAINE 6 SUR 9;;GETEVE PRODUCTIONS;3938;2019-11-13;2019-11-13
2016-2393;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;2562;2016-11-24;2016-11-24
2018-908;Série TV;Une famille Formidable;Nicolas Herdt;Panama productions;4319;2018-08-09;2018-08-09
2016-2398;Série TV;MUNCH;NICOLAS GUICHETEAU;EXILENE FILMS;4317;2016-12-22;2016-12-22
2018-926;Série TV;THE THUNDER;;Europe Film and TV Co Production;5179;2018-08-05;2018-08-05
2016-2468;Long métrage;KO;FABRICE GOBERT;247 FILMS;5036;2016-09-09;2016-09-10
2018-930;Long métrage;QUAND ON CRIE AU LOUP;Marilou Berry;Wonder Films;2670;2018-08-13;2018-08-14
2016-2473;Long métrage;CARBONE;OLIVIER MARCHAL;LES FILMS MANUEL MUNZ;3296;2016-11-08;2016-11-09
2019-582;Long métrage;VILLA CAPRICE;BERNARD STORA;JPG FILMS;2872;2019-06-06;2019-06-07
2020-924;Long métrage;Un déjeuner d'amis;Edouard Baer;Cinefrance Studios;1055;2020-11-27;2020-11-28
2019-1548;Long métrage;Ala Vaikunthapurramlo;Trivikram Srinivas;LM2018;3674;2019-11-09;2019-11-10
2020-927;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;823;2020-11-27;2020-11-28
2019-1553;Série TV;MODERN FAMILY 11;Jim Bagdonas;FROGGIE PRODUCTION;1496;2019-11-15;2019-11-15
2020-940;Série Web;H24;Valérie Urrea et Nathalie Masduraud;Les Batelières;5016;2020-11-29;2020-11-29
2019-1559;Série TV;MODERN FAMILY - Saison 11 - FINALE;Jim Bagdonas;FROGGIE PRODUCTION;146;2019-11-16;2019-11-16
2016-906;Série TV;ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SON ET LUMIERE;1801;2016-07-21;2016-07-21
2019-1566;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;4684;2019-11-16;2019-11-16
2016-924;Long métrage;LES FILLES DE REIMS;JULIEN HALLARD;LES FILMS VELVET;3219;2016-07-27;2016-07-29
2019-1570;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;3855;2019-11-18;2019-11-21
2016-936;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;3731;2016-10-03;2016-10-03
2019-1578;Série Web;SKAM SAISON 5 ET 6 SEMAINE 7 SUR 9;;GETEVE PRODUCTIONS;962;2019-11-21;2019-11-22
2016-980;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;4350;2016-12-14;2016-12-14
2017-355;Long métrage;ENCHANTEES;Saphia Azzeddine et François-Régis Jeanne;CAPTURE THE FLAG FILMS;3027;2017-08-22;2017-08-22
2016-987;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;704;2016-02-23;2016-02-23
2017-365;Série Web;MIAMI VINE;Clément Pillet et Julien Arnardi;CITIZEN PRODUCTIONS;4261;2017-09-11;2017-09-11
2016-994;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;1813;2016-04-20;2016-04-20
2017-367;Long métrage;The 15:17 to Paris;Clint Eastwood;PENINSULA FILM;3128;2017-08-24;2017-08-24
2016-2493;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;4730;2016-09-16;2016-09-16
2017-90;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;2751;2017-03-08;2017-03-08
2016-2505;Série TV;ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;EGO PRODUCTION;2573;2016-04-04;2016-04-04
2016-2582;Long métrage;LA SAGE FEMME;MARTIN PROVOST;CURIOSA FILMS;3735;2016-04-11;2016-04-11
2016-2542;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;3729;2016-10-19;2016-10-19
2016-2592;Série TV;LES MEUFS;ELODIE FAURE BOULUE;ELODIE FAURE BOULUE;4677;2016-06-27;2016-06-27
2016-2552;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;4818;2016-02-11;2016-02-11
2016-2597;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;5321;2016-10-10;2016-10-10
2016-2555;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;1848;2016-04-22;2016-04-22
2016-2609;Long métrage;KO;FABRICE GOBERT;247 FILMS;4497;2016-09-09;2016-09-10
2016-2560;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;5301;2016-10-25;2016-10-25
2016-2610;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;5447;2016-09-15;2016-09-15
2016-2580;Long métrage;MON POUSSIN;FREDERIC FORESTIER;LES FILMS DU 24;2499;2016-03-15;2016-03-15
2016-2617;Série TV;RED OAKS;HALL HARTLEY;FIRSTEP;519;2016-08-05;2016-08-05
2020-1001;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;3306;2020-12-03;2020-12-03
2017-110;Long métrage;Voyez comme on danse;Michel Blanc;les films du 24;2694;2017-09-06;2017-09-06
2020-1011;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;3796;2020-12-03;2020-12-04
2017-123;Long métrage;Un Cadeau du Ciel;;LEGENDAIRE;4378;2017-03-17;2017-03-18
2020-1028;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;3408;2020-12-03;2020-12-04
2017-125;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;2040;2017-03-14;2017-03-14
2020-1035;Série Web;A night in Paris with Pauline Ranvier;Sébastien Laugier;PHILEAS IMAGES;1519;2020-11-28;2020-11-30
2017-184;Long métrage;Tazzeka;Jean-philippe Gaud;Takka Films;4461;2017-04-07;2017-04-07
2020-1048;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;2632;2020-12-15;2020-12-15
2017-203;Téléfilm;Si Paris n'était pas joyeux;ZHANG BO LI;Comme une image;1389;2017-03-24;2017-03-25
2020-1051;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;213;2020-12-14;2020-12-14
2017-207;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;3443;2017-03-30;2017-03-30
2016-2638;Long métrage;LUMIERE AMOUREUSE;FRANCHIN DOM;KOI FILMS;5128;2016-06-14;2016-06-14
2017-208;Série TV;CHRONIQUES PARISIENNES 13;ZABOU BREITMAN;LES FILMS DU KIOSQUE;3334;2017-03-24;2017-03-24
2016-2643;Série TV;LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;CINETEVE;5110;2016-06-20;2016-06-20
2017-229;Long métrage;Un cadeau du ciel;;Légendaire;5429;2017-03-31;2017-03-31
2016-2650;Téléfilm;LA BETE CURIEUSE;LAURENT PERREAU;EX NIHILO;4028;2016-05-10;2016-05-10
2017-253;Long métrage;GEMINI;Christopher Mac-Quarrie;FIRSTEP;4044;2017-04-04;2017-04-04
2016-2658;Série TV;IN AMERICA;VINCENT PRIMAULT;MAKING PROD;4504;2016-04-07;2016-04-07
2017-130;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;2055;2017-03-10;2017-03-10
2016-1038;Long métrage;MARVIN;ANNE FONTAINE;CINE @;3869;2016-08-26;2016-08-26
2017-1;Série TV;CHRONIQUES PARISIENNES 3;ZABOU BREITMAN;LES FILMS DU KIOSQUE;5357;2017-02-17;2017-02-17
2016-1065;Long métrage;IL A DEJA TES YEUX;LUCIEN JEAN BAPTISTE;NOLITA CINEMA;3806;2016-02-08;2016-02-08
2017-15;Long métrage;Le Doudou;Philippe MECHELEN / Julien HERVE;eskwad;1946;2017-02-20;2017-02-21
2020-1103;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;4723;2020-12-22;2020-12-22
2017-41;Long métrage;GEMINI;;FIRSTEP;3897;2017-02-22;2017-02-22
2020-1108;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;5116;2020-12-22;2020-12-22
2017-334;Long métrage;Amanda;Mikhael Hers;Nord-Ouest films;3980;2017-08-28;2017-08-29
2016-1098;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;3232;2016-09-02;2016-09-02
2017-277;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;845;2017-04-07;2017-04-07
2016-1121;Téléfilm;COUP DE FOUDRE A JAIPUR;ARNAULD MERCADIER;BIG BAND STORY;4326;2016-03-31;2016-03-31
2017-280;Série TV;Dagboek van een Minnares;Will Koopman;HANNA FILMS;2901;2017-04-13;2017-04-13
2016-1134;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;3814;2016-02-24;2016-02-24
2017-144;Long métrage;BELLEVILLE'S COP;Rachid Bouchareb;TESSALIT PRODUCTIONS;2778;2017-03-30;2017-03-30
2016-1135;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;2986;2016-03-04;2016-03-04
2017-175;Téléfilm;Si Paris n'était pas joyeux;Zhang bo li et Wang chen Xi;comme une image;2808;2017-03-24;2017-03-24
2016-1148;Long métrage;LES FANTOMES D'ISMAEL;ARNAUD DESPLESCHIN;WHY NOT PRODUCTIONS;4055;2016-09-05;2016-09-05
2017-517;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;3441;2017-09-27;2017-09-27
2016-1182;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;3740;2016-08-08;2016-08-08
2017-539;Série Web;I-ART;Alexandre DA SILVA;WOOW YOUR LIFE;2790;2017-09-19;2017-09-19
2016-1183;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;4024;2016-09-22;2016-09-22
2017-554;Long métrage;voyez comme on danse;michel Blanc;les films du 24;322;2017-09-25;2017-09-25
2016-2679;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;2052;2016-10-24;2016-10-28
2017-563;Série TV;BER;Hugo Blick;Gem Films;1598;2017-09-23;2017-09-23
2016-2690;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;4607;2016-01-09;2016-01-09
2017-442;Série TV;Ton ancien toi;Jeffrey Chiang;Paris 818 Média;3823;2017-08-26;2017-08-26
2016-2720;Long métrage;L'ASCENSION;LUDOVIC BERNARD;DE L'AUTRE COTE DU DU PERIPH;4126;2016-02-26;2016-02-26
2017-454;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;4391;2017-09-05;2017-09-05
2016-2724;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;3450;2016-03-23;2016-03-24
2017-461;Série TV;FIND ME IN PARIS 2;MATT BLOOM et RANDALL THORN;COTTONWOOD MEDIA;3786;2017-09-14;2017-09-15
2016-2732;Long métrage;BARBARA;MATHIEU AMALRIC;WAITING FOR CINEMA;2241;2016-12-02;2016-12-02
2017-635;Série TV;NOX;Mabrouk el Mechri;Gaumont Télévision c/o Gaumont Production Télévision;950;2017-10-06;2017-10-06
2016-2743;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;4851;2016-02-26;2016-02-26
2017-650;Série TV;ALICE NEVERS;vincent giovanni;EGO PRoductions;4139;2017-10-18;2017-10-18
2016-2761;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;4842;2016-11-15;2016-11-15
2017-415;Long métrage;BAD POEMS;Gabor Reisz;LES FILMS DU BALIBARI;563;2017-08-23;2017-08-23
2016-1197;Long métrage;ROCK ON 2;SHUJAAT SAUDAGAR;JET FILMS;4438;2016-05-23;2016-05-23
2017-580;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;4150;2017-09-25;2017-09-25
2016-1229;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;12;2016-08-25;2016-08-25
2017-589;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;751;2017-10-02;2017-10-03
2016-1231;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;4283;2016-09-26;2016-09-26
2017-827;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;658;2017-10-31;2017-10-31
2016-1237;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;4191;2016-01-29;2016-01-29
2017-850;Long métrage;SUN;Jonathan Desoindre;Rouge International;4439;2017-10-27;2017-10-27
2020-7;Long métrage;Un médecin de nuit;Elie Wajeman;Partizan Films;3065;2020-01-08;2020-01-09
2017-862;Série TV;THANKSGIVING;Nicolas SAADA;CAPA DRAMA;4062;2017-11-06;2017-11-06
2020-55;Série TV;Je Te Promets;Arnaud Selignac,;Authentic Prod;2063;2020-02-05;2020-02-05
2017-863;Long métrage;Le Suicide d'Emma Peeters;Nicole Palo;TAKE FIVE sprl;1136;2017-11-12;2017-11-13
2016-1299;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4150;2016-04-22;2016-04-22
2017-877;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);4298;2017-11-10;2017-11-10
2016-1303;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;4188;2016-07-06;2016-07-06
2017-764;Série Web;ecole de cuisine;Zhou gao wu;comme une image;445;2017-10-27;2017-10-27
2016-1308;Long métrage;MARYLINE;GUILLAUME GALLIENNE;LGM FILMS;1973;2016-10-14;2016-10-14
2017-783;Série TV;GENIUS Saison 2 - PICASSO;Ken Biller;Froggie Production - Genius;4458;2017-10-27;2017-10-27
2016-1312;Série TV;ALICE NEVERS, LE JUGE EST UNE FEMME/84 ET 85;ERIC LE ROUX;EGO PRODUCTION;4459;2016-09-30;2016-09-30
2017-790;Série Web;Arthur dans la foret;Pierre-André Lhomme;WONDERCORP;5218;2017-12-16;2017-12-16
2016-1315;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;1394;2016-02-22;2016-02-22
2017-792;Série Web;Arthur dans la foret;Pierre-André Lhomme;WONDERCORP;4804;2017-12-09;2017-12-09
2016-1339;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;402;2016-08-10;2016-08-11
2017-942;Long métrage;MADE IN CHINA;Julien ABRAHAM;MONTAUK FILMS;3039;2017-11-13;2017-11-14
2016-1348;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;5372;2016-05-19;2016-05-19
2017-976;Long métrage;MADE IN CHINA;Julien ABRAHAM;MONTAUK FILMS;3050;2017-11-21;2017-11-21
2016-1388;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;3929;2016-11-22;2016-11-22
2017-990;Série TV;THANSKGIVING;NICOLAS SAADA;CAPA DRAMA;3579;2017-12-11;2017-12-11
2020-113;Long métrage;ADIEU MONSIEUR HAFFMANN;FRED CAVAYÉ;VENDOME FILMS;2829;2020-03-11;2020-03-12
2017-998;Série TV;New Horizon;M. CHOY CHING SHING CLEMENT;Comme une image;1547;2017-11-23;2017-11-23
2020-123;Série TV;PARIS POLICE 1900;FREDERIC BALEKDJIAN, FABIEN NURY;TETRA MEDIA FICTION;5253;2020-02-21;2020-02-22
2017-702;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;4144;2017-10-04;2017-10-04
2016-1391;Série TV;LES 7 NAINS ET MOI;DAMIEN MARIC;METHOD FILMS;4025;2016-02-16;2016-02-16
2017-706;Long métrage;SUN;Jonathan;Rouge International;3038;2017-10-23;2017-10-23
2016-1392;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;4585;2016-03-21;2016-03-21
2017-728;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;5056;2017-10-25;2017-10-25
2016-1395;Série TV;04:04:02;SOPHIE LEVY;SOFILMS;5442;2016-05-05;2016-05-05
2017-750;Série TV;Baron noir;Antoine Chevrollier - Ziad Doueiri;KWAI;5033;2017-10-12;2017-10-13
2016-1400;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;4996;2016-11-15;2016-11-15
2017-1192;Long métrage;La Ch'tite famille;Dany Boon;PATHE FILMS SERVICES;3758;2017-06-06;2017-06-07
2016-1401;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;13;2016-08-25;2016-08-25
2017-1197;Long métrage;Tout le monde debout;Franck Dubosc;Gaumont C/o Gaumont Production;3228;2017-06-06;2017-06-06
2016-1405;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;5091;2016-09-26;2016-09-26
2017-810;Long métrage;SUN;Jonathan Desoindre;Rouge International;5254;2017-10-27;2017-10-27
2016-1410;Long métrage;PAULA;CHRISTIAN SCHWOCHOW;ALCATRAZ FILMS;5445;2016-04-16;2016-04-16
2017-1061;Long métrage;CURIOSA;;CURIOSA FILMS;4681;2017-11-30;2017-11-30
2016-1417;Long métrage;LE GRAND SAUT;E.TOLENADO/O.NAKACHE;QUAD;2712;2016-06-28;2016-06-28
2017-1066;Série Web;Skam;David Hourrègue;Gétévé Productions;824;2017-11-29;2017-11-29
2016-1442;Long métrage;CHERCHEZ LA FEMME;SOU ABADI;THE FILM;795;2016-05-11;2016-05-11
2017-1068;Série Web;Skam;David Hourrègue;Gétévé Productions;2894;2017-12-04;2017-12-04
2016-1468;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;3458;2016-02-08;2016-02-08
2017-1109;Long métrage;L'Enkas;Sarah Marx;La rumeur filme;2347;2017-12-20;2017-12-20
2020-139;Série Web;PRIME LOLYWOOD - UNE NUIT INFERNALE;Matthieu MARES-SAVELLI;CAMARILLA;1020;2020-03-04;2020-03-04
2017-905;Long métrage;Joueurs;Marie Monge;The Film;4953;2017-11-07;2017-11-07
2020-143;Long métrage;On est fait pour s'entendre;Pascal Elbé;JERICO FILMS;3632;2020-02-26;2020-02-26
2017-1162;Long métrage;Tout le monde debout;Franck Dubosc;Gaumont C/o Gaumont Production;1765;2017-05-23;2017-05-24
2020-178;Long métrage;HEINRICH VOGELER;Marie Noëlle Sehr;KINESCOPE Film GmbH;3135;2020-03-03;2020-03-03
2017-1229;Long métrage;GARDE ALTERNEE;ALEXANDRA LECLERE;PAN EUROPEENNE;4892;2017-05-26;2017-05-26
2020-196;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;2374;2020-05-20;2020-05-20
2017-1027;Série TV;New Horizon (additif 1);;Comme une image;3739;2017-11-22;2017-11-22
2016-1503;Téléfilm;NADIA;LEA MAZER;MURMURES PRODUCTIONS;3078;2016-04-12;2016-04-12
2017-1036;Série TV;New Horizon (additif 2);;Comme une image;4226;2017-11-25;2017-11-25
2016-1505;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;4023;2016-06-22;2016-06-22
2017-1054;Série TV;THANKSGIVING;NICOLAS SAADA;CAPA DRAMA;1374;2017-11-21;2017-11-21
2016-1566;Série TV;PROFILAGE/67 A 68/ SAISON 7;ALEXANDRE LAURENT;BEAUBOUG AUDIOVISUEL;3018;2016-02-05;2016-02-05
2017-1376;Long métrage;Les Affamés;Léa Frédeval;LES FILMS DU CLAN;4098;2017-06-30;2017-06-30
2020-219;Série TV;De Gaulle, l'éclat et le secret;François VELLE;EFFERVESCENCE FICTION;4150;2020-05-21;2020-05-21
2017-1603;Série TV;SPEAKERINE;Laurent TUEL;MACONDO PRODUCTIONS;248;2017-08-24;2017-08-25
2020-239;Série TV;Je Te Promets;Renaud Bertrand;Authentic Prod;4215;2020-06-23;2020-06-24
2017-1491;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;3453;2017-08-25;2017-08-25
2020-253;Long métrage;Année 2020;Laurent Rochette;French Lab;98;2020-06-23;2020-06-26
2017-1504;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;2257;2017-08-11;2017-08-11
2020-259;Long métrage;La croisade;Louis Garrel;why not productions;4475;2020-06-29;2020-06-30
2017-1505;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;636;2017-08-11;2017-08-11
2020-280;Série Web;Rétro;Raphael Marriq;ARTOUS;991;2020-07-01;2020-07-02
2017-1455;Long métrage;Un homme pressé;Hervé Mimran;Albertine Productions;1250;2017-07-08;2017-07-09
2020-286;Long métrage;SUPREMES;AUDREY ESTROUGO;NORD OUEST FILMS;1925;2020-07-06;2020-07-06
2017-1303;Long métrage;Eiffel i'm in love 2;Rizal Mantovani;IFILMFRANCE;4180;2017-06-06;2017-06-06
2016-13;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;4014;2016-03-17;2016-03-17
2017-1315;Long métrage;GEMINI;Christopher Mac Quarrie;FIRSTEP;4646;2017-05-09;2017-05-10
2016-36;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;2300;2016-12-08;2016-12-08
2017-1339;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;4370;2017-07-21;2017-07-21
2016-43;Long métrage;LA FILLE DE BREST;EMMANUELLE BERCOT;HAUT ET COURT;4129;2016-02-03;2016-02-05
2017-1349;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;4294;2017-07-20;2017-07-21
2016-49;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;4145;2016-07-02;2016-07-02
2017-1680;Long métrage;JE VAIS MIEUX;Jean-Pierre améris;EUROPACORP;143;2017-01-13;2017-01-13
2016-69;Long métrage;PARIS, LA BLANCHE;LIDIA TERKI;DAY FOR NIGHT;3781;2016-02-09;2016-02-09
2017-1704;Série TV;CHRONIQUES PARISIENNES 2;ZABOU BREITMAN;LES FILMS DU KIOSQUE;1802;2017-02-08;2017-02-08
2016-81;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;3819;2016-04-05;2016-04-05
2017-1709;Long métrage;AMI, AMI;VICTOR SAINT MACARY;NORD-OUEST FILMS;4218;2017-02-15;2017-02-16
2016-88;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;701;2016-02-16;2016-02-17
2017-1715;Long métrage;La belle et la belle;Sophie Fillières;CHRISTMAS IN JULY;835;2017-02-06;2017-02-06
2016-91;Long métrage;FLEUVE NOIR;ERICK ZONCA;CURIOSA FILMS;1459;2016-04-20;2016-04-21
2017-1613;Long métrage;AMANDA;Mikhael Hers;Nord-Ouest films;4469;2017-08-04;2017-08-04
2016-1614;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;4770;2016-07-02;2016-07-02
2017-1631;Série TV;FIND ME IN PARIS;MATT BLOOM et RANDALL THORN;COTTONWOOD MEDIA;4144;2017-09-04;2017-09-05
2016-1653;Long métrage;PARIS, LA BLANCHE;LIDIA TERKI;DAY FOR NIGHT;3020;2016-02-13;2016-02-13
2018-56;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);4553;2018-01-19;2018-01-20
2020-334;Long métrage;Un Monde Réel (ex - Une fille en or);Antoinette Boulat;MACASSAR PRODUCTIONS;377;2020-08-08;2020-08-09
2018-83;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);5321;2018-01-22;2018-01-22
2019-614;Long métrage;PRODUCTION 46;;IEFS PARIS;4293;2019-06-16;2019-06-16
2018-93;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);4481;2018-01-25;2018-01-25
2019-626;Long métrage;Maoussi;Charlotte Schiøler;C.S. Productions;4661;2019-06-14;2019-06-15
2018-123;Série Web;Martin Sexe Faible;Paul Lapierre et Juliette Tresanini;My Fantasy;2483;2018-02-22;2018-02-22
2019-1598;Long métrage;SOOF 3;ANNE DE CLERCQ;Soof BV P/a;4470;2019-11-20;2019-11-20
2017-1570;Série TV;Killing Eve;Harry Bradbeer;GEM Films;853;2017-07-25;2017-07-25
2016-121;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;3699;2016-08-16;2016-08-16
2018-30;Série TV;ALICE NEVERS episodes 98,99 saison 15;jean christophe delpias;EGO PRoductions;392;2018-01-08;2018-01-08
2016-123;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;2101;2016-09-06;2016-09-06
2018-34;Série TV;ALICE NEVERS episodes 98,99 saison 15;jean christophe delpias;EGO PRoductions;4893;2018-01-18;2018-01-18
2016-126;Long métrage;WAR MACHINE;DAVID MICHOD;FIRSTEP;4786;2016-01-31;2016-01-31
2018-287;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;4610;2018-03-15;2018-03-15
2016-163;Long métrage;UN CONTE INDIEN;HECTOR CABELLO REYES;22H22 PRODUCTION;5378;2016-03-06;2016-03-06
