id_lieu;fk_localisation;fk_periode
2019-628;3858;4098
2016-2508;979;788
2016-355;1512;891
2019-253;2667;3844
2019-1595;4402;4774
2016-2520;2034;53
2016-363;4036;583
2019-547;2991;4058
2019-1596;4470;4768
2016-2548;4285;358
2016-1890;2178;761
2019-1514;60;4721
2016-132;3361;374
2016-2554;5168;428
2016-1944;4436;1331
2019-1522;2881;4738
2016-144;5002;1036
2016-2569;3852;399
2016-1972;3985;112
2019-1525;3449;4726
2016-169;4343;738
2016-2571;4174;468
2016-1975;4371;816
2019-202;3111;3849
2016-195;2335;476
2016-2578;1960;81
2020-542;814;5259
2019-552;3048;4040
2016-1708;350;208
2020-997;4150;5537
2020-550;2248;5272
2019-558;2809;4040
2016-1751;742;646
2020-1003;3796;5539
2020-558;3634;5234
2019-592;2645;4087
2020-375;3993;5200
2020-1037;1614;5562
2020-559;1338;5260
2019-1581;2119;4766
2020-386;4988;5136
2020-1039;4743;5564
2020-597;4338;5354
2017-361;4772;2136
2020-393;3620;5132
2020-1043;1961;5536
2019-1647;4378;4757
2017-377;1446;2047
2020-415;2773;5153
2020-1049;1911;5577
2019-1649;4880;4785
2017-81;887;1553
2020-440;1089;5185
2020-1052;1304;5575
2019-1652;2801;4799
2016-2584;244;1140
2019-1622;4645;4823
2016-1027;489;207
2016-414;2002;880
2016-2612;2043;1111
2018-1303;1883;3433
2016-1058;5450;1032
2016-479;2197;495
2016-2615;3833;489
2018-1307;439;3440
2020-1073;1212;5593
2016-495;2095;124
2017-183;4180;1582
2018-1313;4458;3492
2020-1081;4571;5601
2016-498;4778;230
2017-194;4397;1577
2018-1327;2382;3508
2020-1101;4723;5601
2016-1991;2973;1148
2017-199;5033;1606
2016-202;2422;623
2020-1109;5116;5601
2016-2007;4233;166
2017-24;4544;1555
2016-205;3869;787
2020-1118;4256;5601
2016-2018;4084;657
2017-29;1668;1482
2016-243;5411;1061
2020-1121;4281;5601
2016-2024;1808;1150
2017-68;4421;1544
2016-244;4401;1061
2016-1151;3511;1055
2016-2030;5099;784
2017-330;401;1673
2016-247;4036;1407
2016-1155;434;1293
2016-2048;5136;625
2017-275;3193;1672
2016-254;3007;815
2016-1176;3781;573
2016-2074;5357;274
2017-297;3883;1649
2016-259;2514;1148
2016-2681;3375;1262
2016-2075;3662;275
2017-300;4426;1690
2016-267;2371;1009
2016-2695;2437;403
2020-639;1620;5310
2017-301;4389;1689
2016-1789;3498;231
2016-2703;5443;913
2020-642;1815;5347
2017-159;4548;1562
2016-1848;3768;1023
2016-2714;4766;882
2020-653;3482;5319
2017-182;3739;1582
2016-1872;2318;252
2020-1150;4684;5596
2020-677;2070;5349
2017-516;3978;2172
2020-443;420;5172
2020-1159;4302;5591
2019-117;3106;3736
2017-518;4417;2188
2020-460;3869;5208
2016-1198;4814;710
2016-548;4417;831
2017-564;2152;2185
2020-508;1361;5240
2016-1254;3032;867
2016-557;451;441
2017-440;532;2078
2020-518;612;5283
2016-1277;4261;322
2016-560;592;47
2017-441;4438;2070
2019-300;4466;3864
2016-2793;3756;562
2016-566;3792;1160
2017-445;1058;2102
2019-308;3687;3911
2020-49;2093;4935
2016-2091;4517;1362
2017-449;4746;2090
2019-314;3681;3922
2016-1296;3552;288
2016-2101;535;1196
2017-456;2083;2111
2019-317;2859;3930
2016-1305;700;829
2020-691;2687;5358
2017-458;3593;2079
2019-340;4384;3918
2016-1346;3301;526
2020-722;826;5373
2017-463;4398;2138
2016-307;5421;365
2016-1378;2368;623
2019-1692;3892;4870
2017-628;4704;2239
2016-337;2147;492
2020-89;2637;4952
2019-1693;3392;4866
2017-632;444;2221
2016-344;4226;825
2016-1448;4419;960
2019-1699;1292;4824
2017-660;3188;2278
2016-358;4305;1037
2016-1450;255;1003
2016-660;1065;244
2017-668;5182;2277
2016-373;4460;1331
2016-1454;2988;1359
2016-682;5275;322
2017-671;1872;2267
2016-1884;3910;1127
2016-1466;300;921
2016-699;3552;254
2017-697;3911;2272
2016-1888;1735;1231
2016-1482;4224;1164
2016-705;5155;550
2017-379;2155;2041
2016-1895;2965;1025
2020-159;2447;4987
2016-706;3777;292
2017-383;448;2074
2016-1912;3812;1285
2020-165;3201;4993
2016-2216;866;606
2017-384;448;2107
2016-1918;4015;181
2020-207;3675;5028
2016-2219;2543;431
2017-428;118;2093
2016-1932;4602;905
2020-209;289;5030
2016-2242;210;1027
2017-581;2745;2241
2016-1948;4535;865
2016-1523;1879;1091
2016-2266;8;1069
2017-602;1687;2234
2020-539;3534;5276
2016-1536;4441;1198
2016-2276;2047;230
2017-606;4150;2270
2020-545;1338;5251
2016-1537;5381;1422
2016-2284;838;671
2017-818;310;2396
2020-589;1675;5281
2016-1552;3820;992
2018-1102;388;3317
2017-843;1777;2353
2019-1642;2706;4803
2016-1565;4710;713
2018-1104;388;3333
2017-874;1687;2379
2019-1651;4774;4799
2016-1580;8;1086
2018-1355;621;3520
2017-878;5230;2398
2019-1663;4384;4811
2020-229;1645;5042
2019-692;1787;4132
2017-889;4369;2488
2016-444;1665;277
2020-232;1645;5040
2019-711;2223;4200
2017-787;3492;2498
2016-449;5282;724
2020-234;1645;5040
2019-1314;3680;4592
2017-1020;610;2479
2016-1996;3781;1120
2020-271;4562;5060
2019-1322;1178;4576
2017-708;3038;2305
2016-2000;4367;408
2020-278;4479;5073
2019-1350;4589;4713
2017-711;4934;2322
2016-2039;4125;1049
2020-285;3081;5079
2018-1442;2837;3589
2017-743;1103;2326
2016-2045;4099;594
2016-19;3456;651
2018-1454;4761;3587
2017-1190;4346;1741
2016-2071;4984;251
2016-54;1;1134
2019-1130;513;4465
2017-1199;4387;1758
2020-617;3523;5289
2016-56;507;1303
2019-1135;615;4453
2017-1205;3374;1803
2020-670;2826;5390
2016-98;3041;853
2019-1378;5467;4628
2017-1055;1702;2442
2018-1053;98;3285
2016-1587;5411;340
2019-1380;4180;4649
2017-1103;2599;2561
2018-1056;1432;3289
2016-1593;1790;257
2019-1390;427;4614
2017-1108;707;2550
2019-120;1120;3724
2016-1609;3419;205
2018-763;3548;3072
2017-1563;2986;1924
2019-368;5356;3901
2016-1636;5081;1104
2018-1497;3374;3625
2017-1265;713;1826
2016-511;697;42
2016-1649;1139;587
2018-1501;4935;3557
2017-904;1317;2404
2016-2086;520;977
2020-297;2525;5082
2018-879;4147;3173
2017-912;742;2407
2016-2088;4849;1015
2020-306;3239;5088
2018-881;3804;3180
2017-1124;938;2535
2016-2106;4595;1266
2020-354;739;5177
2018-1571;4863;3662
2017-1129;340;2552
2016-2125;4081;1356
2019-615;4144;4128
2017-1222;4304;1831
2016-2131;3;1153
2019-627;604;4129
2017-1230;4986;1747
2016-2136;909;44
2019-632;1966;4154
2017-1032;1012;2471
2016-2141;3820;154
2019-1602;1887;4782
2017-1410;4868;1854
2016-2147;346;953
2016-114;3901;1103
2017-1594;801;2024
2016-2162;306;52
2016-115;2415;1208
2017-1601;1312;2077
2016-2165;4202;117
2016-125;3910;9
2017-1280;207;1795
2016-2171;231;743
2016-134;3829;482
2017-1517;2028;1988
2016-2175;5443;839
2016-146;3757;1103
2017-1520;4413;1936
2020-685;315;5366
2016-198;5427;549
2017-1522;4646;1944
2020-686;315;5366
2016-1685;1193;23
2017-1424;4459;1461
2020-700;2209;5406
2016-1687;4354;473
2017-1325;1506;1737
2020-727;1869;5318
2016-1692;3824;1041
2017-1329;3664;1780
2019-390;4208;3941
2016-1738;3999;343
2017-1683;4729;1443
2019-391;4036;3943
2016-1742;2496;80
2017-1703;3933;1455
2019-1698;2923;4818
2016-1767;1650;153
2017-1626;4083;2005
2018-1065;1411;3280
2016-1774;4024;970
2017-1634;4496;2094
2016-627;2159;1381
2020-374;3993;5196
2017-1474;1586;1892
2016-630;5337;737
2020-385;696;5134
2017-1479;5319;1919
2016-653;4052;1179
2020-390;2111;5133
2018-60;4436;2605
2016-656;1950;114
2020-416;2874;5171
2018-61;546;2600
2016-671;1394;906
2020-428;3527;5163
2018-63;4458;2605
2016-687;3008;1181
2020-430;119;5168
2017-1575;84;1933
2016-698;3791;230
2019-1621;2185;4781
2018-45;3072;2589
2016-2234;4274;166
2019-1623;321;4831
2018-381;688;2794
2016-2237;4387;460
2019-1626;3452;4823
2017-1652;4387;2133
2016-2243;602;1147
2018-1295;5309;3442
2018-238;4144;2683
2016-2250;4370;326
2016-204;3058;774
2018-247;2670;2669
2016-2251;4384;605
2016-246;4976;1407
2018-249;4846;2704
2016-2265;2052;1314
2016-275;1537;741
2018-251;4512;2704
2020-798;4352;5461
2016-287;1805;585
2018-267;1008;2689
2020-824;3894;5423
2016-1805;3348;360
2018-269;1391;2723
2020-833;2118;5462
2016-1809;2700;728
2018-297;3688;2854
2018-1089;4130;3288
2016-1827;888;263
2018-167;279;2655
2016-753;4035;1005
2016-1830;3378;524
2018-176;3218;2724
2020-520;783;5220
2018-186;4049;2706
2019-303;4738;3875
2018-410;18;2839
2019-304;1886;3870
2018-431;2760;2848
2019-320;3805;3876
2018-148;442;2702
2019-324;3567;3935
2018-351;3687;2805
2019-358;264;3925
2018-621;3129;3000
2016-357;2181;1029
2018-198;4545;2706
2016-396;2785;1067
2018-503;4723;2920
2016-1894;595;964
2018-505;5346;2920
2016-1906;4901;1266
2018-517;489;2906
2016-1963;3375;718
2018-725;4350;3050
2016-1965;729;371
2018-740;1602;3059
2020-547;2007;5230
2018-325;4457;2775
2020-548;1361;5219
2018-522;1233;2902
2020-551;4202;5305
2018-523;3083;2926
2020-553;886;5215
2018-638;4315;2967
2020-580;336;5335
2018-642;5129;3026
2019-1643;2644;4801
2018-666;3679;3001
2019-1656;4114;4805
2018-667;4057;3009
2018-1023;3065;3261
2018-1024;1864;3256
2018-683;4128;3027
2018-1028;923;3257
2019-1749;1386;4883
2018-1039;4928;3266
2019-1753;4211;4886
2016-405;4171;1392
2018-1127;2670;3337
2016-429;4373;1041
2018-1134;3837;3313
2016-437;2522;427
2018-949;4250;3229
2016-471;4384;340
2018-988;3744;3225
2016-480;5045;595
2018-1003;318;3235
2016-1989;3290;1096
2018-1006;4865;3243
2016-1994;1662;1177
2018-1014;4430;3253
2016-2002;699;615
2019-130;2666;3743
2016-2011;3871;399
2019-732;1077;4161
2016-2013;5357;443
2019-736;1777;4149
2016-2031;3261;818
2019-767;4449;4199
2016-2038;554;1033
2018-1226;4166;3402
2016-2060;4772;322
2018-1231;1823;3403
2020-602;5359;5277
2019-808;1198;4217
2020-647;2893;5324
2019-810;2334;4214
2020-661;5473;5340
2019-821;2180;4251
2020-667;2279;5353
2019-1160;2025;4467
2018-1054;1432;3289
2018-1157;3827;3336
2018-1058;1635;3267
2018-1160;1296;3346
2019-99;1297;3744
2019-860;4657;4270
2019-103;1895;3753
2019-862;4202;4271
2019-107;4788;3732
2018-1206;3789;3350
2019-114;1528;3784
2019-674;425;4136
2019-365;3923;3907
2019-998;3755;4411
2016-512;5067;50
2019-1028;3494;4421
2016-515;1903;110
2019-1029;1012;4365
2016-520;4772;399
2019-1039;2540;4378
2016-530;1413;730
2019-1260;2103;4557
2016-535;4251;865
2019-10;2668;3674
2016-584;4182;219
2019-935;2404;4324
2016-594;529;908
2019-965;1556;4414
2016-598;3898;1290
2019-978;4554;4278
2016-603;1867;1294
2019-48;1997;3715
2016-2121;2688;658
2018-1420;4969;3570
2016-2128;4159;1065
2018-1425;19;3518
2016-2150;4169;1295
2019-1053;4093;4427
2020-706;527;5380
2019-1065;1114;4402
2020-720;72;5372
2019-1330;5176;4558
2019-395;4296;3928
2019-1342;741;4704
2019-721;1657;4168
2019-1344;5050;4584
2019-1687;4144;4822
2018-1349;2138;3568
2019-1717;3931;4850
2016-769;3086;154
2016-639;1816;247
2016-791;3831;679
2016-651;2571;1141
2016-794;3838;1290
2016-664;4166;359
2016-2313;4384;1369
2016-667;857;500
2016-2340;3673;1023
2016-672;5093;917
2016-2351;881;914
2016-686;4242;1177
2016-2354;4747;232
2016-2187;1131;1210
2016-2380;4374;464
2016-2195;754;1166
2016-2383;468;655
2016-2208;5385;987
2020-837;3168;5462
2016-2215;3828;383
2020-844;98;5460
2016-2269;2981;123
2020-859;616;5447
2016-2270;1375;603
2020-862;2873;5444
2020-799;4566;5440
2020-865;1178;5479
2020-807;4166;5439
2020-878;271;5434
2020-811;3766;5501
2020-883;1200;5482
2020-815;2539;5430
2020-888;5221;5467
2020-820;3923;5484
2016-809;2519;777
2020-830;2187;5450
2016-810;3460;800
2018-1074;3751;3286
2016-855;4960;384
2018-1076;2541;3318
2016-862;3074;1274
2018-1081;536;3328
2016-2395;411;1414
2018-1085;4286;3303
2016-2409;4379;155
2018-1093;3199;3282
2016-2414;5092;498
2018-1095;4655;3305
2016-2416;2094;613
2016-721;5136;151
2016-2459;857;178
2016-732;4141;1337
2016-2464;2805;470
2019-714;626;4158
2016-2471;5100;1081
2019-1288;17;4575
2016-2477;3945;341
2019-1297;2495;4568
2020-982;1086;5544
2018-1385;253;3512
2020-983;1403;5550
2018-1399;1037;3514
2016-918;508;171
2019-426;459;3971
2016-938;2398;1184
2019-433;1994;3965
2016-975;1834;1289
2019-435;2469;3973
2016-2485;1749;1268
2019-438;5298;3961
2016-2553;4549;241
2019-451;4234;3972
2016-2556;4684;668
2019-1425;3859;4650
2020-993;4208;5537
2018-1446;2450;3582
2020-1016;3792;5537
2019-1116;56;4458
2020-1020;1268;5537
2019-1124;759;4451
2020-1029;3408;5539
2019-1133;60;4455
2020-1066;1788;5586
2019-1134;1114;4445
2016-1032;2787;869
2019-1387;3445;4598
2016-2655;2430;245
2019-1388;1871;4631
2016-1084;2379;1092
2019-1407;5088;4613
2016-2676;4917;900
2018-755;3036;3095
2020-1128;5108;5601
2018-756;2363;3106
2020-1132;4752;5601
2018-1476;948;3592
2020-1134;4752;5601
2018-1482;1427;3595
2016-1122;2088;1083
2018-1483;2958;3624
2016-1131;1026;353
2018-876;872;3154
2016-1140;422;425
2018-1564;3840;3661
2016-1154;5037;1235
2016-1177;4225;604
2016-1190;2592;791
2016-2683;3178;1415
2016-2728;4291;1224
2016-2737;2272;420
2016-2748;414;424
2016-2758;4559;917
2020-1173;2396;5597
2016-1194;2052;1001
2016-1196;1288;503
2016-1201;4640;117
2016-1205;5375;1235
2016-1208;3631;282
2016-1224;2461;205
2016-1236;4420;33
2016-1252;1023;759
2016-1262;3422;493
2016-1267;3928;697
2016-1272;5409;563
2016-1285;2882;383
2016-1289;796;32
2016-1290;988;97
2016-2791;5138;372
2016-1306;1655;922
2016-1343;4834;968
2016-1366;5373;1319
2016-1368;1790;133
2016-1375;857;389
2020-71;542;4948
2020-74;4290;4959
2020-80;2477;4949
2020-82;4684;4947
2020-94;1621;4952
2020-99;2154;4952
2020-119;2829;5024
2020-120;2829;5026
2016-1434;372;748
2016-1440;1135;494
2016-1472;1724;266
2016-1476;3761;513
2016-1481;2403;957
2020-180;2231;5003
2020-184;169;5010
2016-1499;5010;1280
2016-1514;1364;260
2016-1581;1135;1114
2020-223;5179;5036
2020-247;3979;5044
2020-268;56;5065
2020-269;56;5071
2020-274;1362;5051
2020-284;2360;5079
2016-39;3291;391
2016-75;2242;1303
2016-80;560;337
2016-1626;4877;1068
2016-1629;3004;819
2016-1642;2543;437
2016-1664;3857;1384
2016-1683;2669;693
2020-325;4123;5107
2020-337;1127;5151
2020-342;1468;5154
2020-350;3476;5114
2020-365;2852;5124
2019-272;4199;3851
2019-613;4451;4144
2019-638;308;4102
2019-1590;169;4820
2016-106;1653;325
2016-142;4354;480
2016-164;2020;262
2016-165;5411;533
2016-175;4715;963
2016-184;4459;1331
2016-1690;3625;1427
2016-1704;4028;852
2016-1737;200;336
2019-1619;781;4773
2019-1633;4519;4846
2018-1300;2801;3493
2018-1310;4393;3494
2018-1325;2436;3460
2018-1020;1429;3247
2019-278;533;3940
2016-253;4944;634
2016-1785;2854;1341
2016-1792;854;607
2016-1806;4082;373
2016-1816;2476;40
2016-1841;5105;1200
2020-456;344;5190
2020-458;2184;5207
2020-484;2501;5216
2019-80;3534;3722
2019-318;807;3873
2019-326;780;3899
2019-337;4276;3918
2019-355;3536;3967
2016-346;418;878
2016-400;4948;537
2016-1891;802;809
2016-1897;4017;521
2016-1898;857;542
2016-1954;4586;60
2016-1959;531;368
2020-587;2120;5270
2020-592;3228;5313
2019-1639;387;4837
2019-1660;4962;4849
2019-1666;5395;4833
2019-1675;4318;4859
2018-1038;1541;3266
2016-415;2965;1030
2016-467;2850;377
2016-499;3250;293
2016-1993;4454;1156
2016-2020;4323;882
2020-604;3705;5309
2020-644;1774;5324
2020-650;4229;5332
2020-669;277;5351
2019-178;1796;3815
2018-1051;2176;3283
2019-527;4489;4016
2018-1062;3955;3277
2019-1442;4312;4692
2019-85;3933;3762
2018-824;2001;3119
2019-91;161;3727
2018-838;1811;3117
2016-505;2041;386
2018-1517;4298;3603
2016-517;4201;155
2018-1366;5008;3498
2018-1530;2203;3641
2016-519;140;376
2019-685;3011;4133
2018-1540;3252;3643
2016-536;487;865
2019-686;3455;4133
2018-1546;3614;3650
2016-574;1333;626
2019-688;5015;4099
2019-477;2906;4018
2016-2092;341;156
2019-704;202;4146
2019-495;1852;3995
2016-2124;1267;1343
2019-717;1676;4168
2019-496;947;4002
2020-680;4385;5363
2019-1293;3225;4583
2019-1481;720;4703
2020-681;4385;5363
2019-1305;4400;4612
2019-1491;1669;4701
2020-713;353;5371
2018-1402;1063;3521
2018-863;2238;3168
2020-757;4341;5404
2018-1512;1393;3607
2018-937;4840;3209
2019-397;2009;3923
2018-1513;3696;3617
2018-1263;2393;3425
2019-1708;512;4819
2019-420;3501;3963
2018-1272;1327;3435
2016-614;3847;93
2019-457;357;3978
2018-1288;3131;3447
2016-2226;2385;876
2019-1424;5345;4650
2018-1291;2777;3453
2016-2244;4361;1160
2019-1355;5112;4627
2019-233;4624;3829
2016-2258;5255;892
2019-1369;2890;4645
2019-257;2861;3821
2016-2263;1151;1237
2018-1445;332;3567
2019-538;5337;4028
2016-2279;3793;443
2019-1100;4682;4461
2019-546;3526;4058
2016-2287;3160;750
2019-1106;56;4484
2019-1520;526;4738
2020-772;72;5372
2019-1119;2535;4512
2019-1539;3465;4793
2020-786;996;5432
2019-1128;513;4459
2019-1543;2417;4747
2020-792;5406;5415
2019-1136;60;4445
2018-890;666;3151
2020-813;2915;5466
2019-1373;3696;4638
2018-895;3008;3164
2019-1292;760;4601
2019-1375;1941;4644
2018-896;4689;3129
2018-1393;828;3532
2019-1405;46;4569
2018-900;3132;3126
2018-1398;1195;3517
2018-751;5141;3082
2019-188;2978;3790
2019-1419;4166;4642
2018-776;4530;3134
2019-210;2120;3861
2018-1435;1053;3534
2018-1491;2335;3604
2019-212;2725;3805
2018-1438;1285;3552
2018-884;4428;3166
2019-589;4964;4057
2018-1451;1768;3563
2018-1566;545;3667
2019-1576;572;4777
2019-1376;1864;4624
2018-1570;133;3662
2017-91;355;1585
2019-1379;4181;4635
2017-98;4290;1557
2019-1413;4325;4643
2016-2586;2323;1162
2018-758;4467;3101
2016-2614;4511;143
2018-775;3597;3134
2017-195;2615;1597
2018-777;4905;3129
2017-216;2904;1579
2018-1488;3833;3602
2017-10;4946;1484
2018-1492;2087;3596
2019-1439;901;4669
2017-36;182;1492
2018-877;5184;3149
2019-1444;2611;4698
2017-71;4393;1541
2018-1559;4083;3655
2019-1457;2416;4705
2017-346;2425;2010
2018-804;1769;3113
2017-292;4750;1668
2018-821;5188;3108
2017-140;4459;1608
2018-837;22;3160
2017-151;946;1594
2018-1532;3545;3651
2017-153;1286;1643
2018-1534;2837;3642
2017-157;4299;1574
2018-1535;4071;3629
2017-166;4518;1691
2018-1536;2333;3640
2017-491;4904;2281
2019-460;4498;3985
2017-493;4202;2302
2019-469;2726;3990
2017-521;2538;2175
2019-475;1254;4035
2017-534;1279;2179
2019-489;1141;3998
2017-541;2037;2174
2019-1460;3685;4673
2017-477;2835;2161
2019-1499;3357;4775
2017-623;1507;2212
2019-1500;1152;4758
2017-630;226;2225
2018-839;5179;3122
2017-638;94;2222
2018-1259;477;3426
2017-641;4389;2317
2018-1282;1285;3448
2017-659;3364;2328
2018-1287;2885;3455
2017-418;3023;2100
2019-228;1564;3819
2017-431;1471;2085
2019-1504;4573;4708
2017-432;4953;2071
2019-1511;2325;4736
2017-579;5312;2191
2018-903;876;3156
2017-587;257;2231
2018-907;2914;3187
2017-590;4333;2215
2018-920;2322;3178
2017-821;1940;2396
2019-193;3666;3777
2017-846;500;2345
2019-548;770;4072
2017-848;4812;2337
2019-563;3587;4069
2017-756;3038;2264
2019-565;2351;4053
2017-758;3819;2346
2019-568;4682;4070
2017-771;1620;2371
2019-1546;880;4731
2017-983;136;2464
2019-1560;146;4753
2017-1021;5258;2516
2019-1561;4094;4759
2017-720;1656;1697
2019-1572;441;4769
2017-737;4226;2362
2017-94;2674;1556
2017-752;656;2296
2016-2605;3641;636
2017-1184;3812;1768
2016-2631;4537;26
2017-1185;4456;1765
2017-213;4154;1605
2017-809;3860;2344
2017-135;4332;1587
2017-1057;4586;2476
2017-17;3638;1516
2017-1084;1604;2500
2017-33;3758;1496
2017-1099;363;2537
2017-322;803;1711
2017-1110;1627;2543
2017-347;4166;2128
2017-1261;2425;1817
2017-291;5252;1665
2017-913;3441;2421
2017-152;1298;1593
2017-929;2703;2446
2017-492;4735;2244
2017-1158;4329;1690
2017-495;4535;2302
2017-1223;4270;1831
2017-508;2606;2349
2017-1232;4291;1742
2017-532;1137;2165
2017-1236;4339;1777
2017-540;4262;2186
2017-1368;4274;1814
2017-557;3804;2148
2017-1377;4767;1864
2017-437;2578;2088
2017-1384;4991;1870
2017-468;634;2110
2017-1399;466;1847
2017-654;4370;2248
2017-1413;4758;1860
2017-656;406;2227
2017-1415;4654;1839
2017-657;2251;2217
2017-1595;5297;1971
2017-678;4826;2240
2017-1607;4287;2011
2017-683;1337;2250
2017-1291;4898;1698
2017-686;2459;2315
2017-1168;5207;1715
2017-694;1061;2251
2017-1170;5047;1714
2017-381;2100;2020
2017-1499;2771;2038
2017-382;168;2059
2017-1501;471;2032
2017-424;815;2101
2017-1533;5371;1911
2017-575;2763;2194
2017-1544;3772;1965
2017-834;176;2329
2017-1551;64;1953
2017-767;1605;2338
2017-1555;1957;1909
2017-796;2142;2360
2017-1443;2454;1886
2017-953;4786;2410
2017-1456;3682;1885
2017-956;3282;2393
2017-1459;5400;1926
2017-989;4894;2496
2017-1305;662;1776
2017-1016;91;2516
2017-1323;4226;1734
2017-705;1501;2275
2017-1343;5322;1946
2017-714;2974;2316
2017-1352;3781;1930
2017-719;2601;2306
2017-1354;3781;1930
2017-1200;1723;1813
2017-1356;5305;1946
2017-1208;2297;1725
2017-1365;2633;1842
2017-800;5254;2344
2017-1674;4889;1998
2017-1065;3890;2510
2017-1677;4696;1991
2017-1117;3854;2542
2017-1692;2099;1441
2017-1560;4339;1956
2017-1698;4463;1432
2017-1561;3774;1942
2017-1701;5335;1446
2017-1712;4378;1438
2017-915;2914;2403
2017-1729;5227;1466
2017-918;3356;2403
2017-1733;3550;1493
2017-923;428;2377
2017-1736;2200;1488
2017-1139;4452;2568
2017-1625;1318;2005
2017-1149;897;1728
2017-1467;3975;1884
2017-1155;5328;1690
2017-1481;2027;1928
2017-1164;3178;1834
2018-57;4214;2597
2017-1238;4339;1797
2018-62;1825;2600
2017-1241;1715;1792
2018-85;4066;2601
2017-1041;1765;2507
2018-126;1343;2661
2017-1050;2733;2475
2017-1577;1237;1978
2017-1053;5291;2485
2018-23;576;2587
2017-1382;2096;1846
2018-31;3941;2579
2017-1383;2118;1867
2017-1643;1383;1994
2017-1400;167;1847
2017-1657;800;2159
2017-1412;4758;1848
2017-1660;2649;1465
2017-1604;1273;1985
2018-250;4833;2704
2017-1270;1977;1825
2018-259;2489;2726
2017-1281;4389;1794
2018-271;2781;2712
2017-1286;3321;1796
2018-5;477;2572
2017-1172;2616;1738
2018-161;442;2779
2017-1179;3469;1765
2018-177;633;2706
2017-1495;423;2039
2018-183;4584;2724
2017-1529;1705;1454
2018-185;3808;2724
2017-1538;791;1925
2018-194;5095;2706
2017-1548;4543;1962
2018-386;4731;2866
2017-1440;959;1863
2018-407;1537;2818
2017-1451;1586;1891
2018-439;2286;2853
2017-1297;4338;1766
2018-446;4398;2841
2017-1298;4586;1766
2018-447;4656;2849
2017-1308;5276;1785
2018-449;4183;2856
2017-1337;4928;1946
2018-450;1994;2845
2017-1347;4331;1946
2018-344;3533;2833
2017-1697;3205;1444
2018-364;4259;2789
2017-1706;1960;1459
2018-368;2062;2831
2017-1710;2112;1483
2018-203;4328;2706
2017-1717;4863;1464
2018-204;5203;2706
2017-1612;3680;1989
2018-214;2738;2686
2017-1466;61;1987
2018-234;251;2786
2018-73;3281;2598
2018-481;3484;2904
2018-81;1363;2615
2018-513;2879;2890
2018-107;3661;2652
2018-701;4878;3105
2018-120;3693;2662
2018-712;4234;3039
2017-1636;2186;1437
2018-739;3157;3060
2017-1662;1757;1993
2018-540;252;2913
2018-311;3797;2756
2018-549;3440;2923
2018-20;4303;2604
2018-556;2794;2935
2018-173;4467;2706
2018-622;5180;2989
2018-189;4804;2706
2018-631;2846;2970
2018-406;4586;2806
2018-452;2130;2867
2018-141;3652;2711
2019-1747;4393;4872
2018-336;1000;2757
2018-1132;2670;3324
2018-346;1574;2799
2018-1152;4539;3410
2018-511;1051;2920
2019-780;146;4226
2018-730;4144;3037
2018-568;5267;2943
2018-527;789;2892
2018-598;4207;2983
2018-546;3780;2896
2018-939;2121;3169
2018-551;1139;2914
2018-943;4639;3170
2018-628;1393;2976
2018-954;4728;3202
2018-691;1898;3022
2018-977;4367;3216
2018-470;2064;2862
2018-996;3798;3225
2019-1732;3502;4864
2018-1017;623;3248
2019-1751;1158;4862
2019-128;174;3768
2018-1120;42;3351
2019-135;303;3751
2018-1123;2939;3307
2019-149;4788;3765
2018-566;261;2938
2019-153;3543;3771
2018-570;737;2945
2019-398;2132;3933
2018-579;2790;2952
2019-731;4070;4166
2018-593;189;2959
2019-751;4367;4206
2018-945;3122;3197
2019-761;1718;4260
2018-952;3984;3196
2019-776;4970;4259
2018-963;1192;3201
2018-1233;2793;3397
2019-136;1775;3746
2019-886;5248;4283
2019-146;2214;3774
2019-1148;3215;4434
2019-756;364;4205
2019-1167;4784;4496
2019-775;3827;4243
2019-1168;3827;4501
2018-1240;1425;3424
2019-1171;323;4545
2019-876;4309;4247
2018-1164;4181;3354
2019-879;1595;4247
2018-1171;1277;3360
2019-1231;3759;4603
2018-1194;3279;3379
2019-781;1526;4210
2019-829;2854;4233
2019-805;1544;4217
2019-834;4070;4225
2019-814;1357;4214
2019-849;1066;4280
2019-1145;4370;4485
2019-1194;2120;4522
2019-1174;4058;4503
2019-1195;2871;4523
2018-1162;1985;3340
2019-677;3025;4125
2019-853;416;4292
2019-1000;4274;4320
2019-864;1824;4236
2019-1007;3786;4320
2019-1184;2673;4548
2019-1008;3659;4317
2019-1202;2623;4502
2019-1034;2381;4394
2019-1211;2716;4520
2019-1247;750;4514
2019-1228;56;4516
2019-1253;1109;4525
2018-1208;4991;3383
2019-1;168;3792
2019-656;719;4101
2019-924;4951;4374
2019-666;2985;4040
2019-925;1201;4386
2019-1243;590;4514
2019-952;1602;4293
2019-1246;2506;4525
2019-971;2930;4364
2019-1263;5188;4559
2019-983;110;4396
2019-1267;4228;4639
2019-49;1788;3701
2019-8;3682;3674
2019-651;3431;4082
2019-12;1936;3708
2018-1414;4858;3511
2019-26;4347;3695
2018-1424;1884;3545
2019-27;4729;3689
2019-1054;3933;4450
2019-1275;1067;4532
2019-1055;2843;4475
2019-1276;1833;4532
2019-1061;942;4393
2019-963;760;4409
2019-1074;1943;4403
2019-40;1426;3676
2019-1081;3792;4423
